,date,region,measures,unit,index_value,joinYear,joinMonth,joinProvince
1396,1990-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",97.7,1990,11,Canada
1397,1990-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",96.6,1990,11,Canada
1398,1990-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",97.6,1990,11,Canada
1399,1990-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",96.4,1990,11,Canada
1400,1990-11,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",119.3,1990,11,Canada
1401,1990-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",119.1,1990,11,Canada
1402,1990-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",120.2,1990,11,Canada
1403,1990-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",119.0,1990,11,Canada
1404,1990-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",119.9,1990,11,Canada
1405,1990-11,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.3,1990,11,Canada
1406,1990-11,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,1990,11,Canada
1407,1990-11,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1990,11,Canada
1408,1990-11,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1990,11,Canada
1409,1990-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",81.8,1990,12,Canada
1410,1990-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1990,12,Canada
1411,1990-12,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.2,1990,12,Canada
1412,1990-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",81.8,1990,12,Canada
1413,1990-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",97.6,1990,12,Canada
1414,1990-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",96.6,1990,12,Canada
1415,1990-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",97.8,1990,12,Canada
1416,1990-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",96.7,1990,12,Canada
1417,1990-12,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",119.1,1990,12,Canada
1418,1990-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",119.0,1990,12,Canada
1419,1990-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",120.1,1990,12,Canada
1420,1990-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",119.3,1990,12,Canada
1421,1990-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",120.3,1990,12,Canada
1422,1990-12,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.3,1990,12,Canada
1423,1990-12,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,1990,12,Canada
1424,1990-12,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1990,12,Canada
1425,1990-12,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1990,12,Canada
1426,1991-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",82.6,1991,01,Canada
1427,1991-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,01,Canada
1428,1991-01,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.9,1991,01,Canada
1429,1991-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",82.8,1991,01,Canada
1430,1991-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",98.8,1991,01,Canada
1431,1991-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",97.5,1991,01,Canada
1432,1991-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.8,1991,01,Canada
1433,1991-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",97.6,1991,01,Canada
1434,1991-01,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",119.8,1991,01,Canada
1435,1991-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",120.5,1991,01,Canada
1436,1991-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",121.3,1991,01,Canada
1437,1991-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",120.5,1991,01,Canada
1438,1991-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",121.4,1991,01,Canada
1439,1991-01,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,1.6,1991,01,Canada
1440,1991-01,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,1.5,1991,01,Canada
1441,1991-01,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,1.3,1991,01,Canada
1442,1991-01,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,1.2,1991,01,Canada
1443,1991-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",82.9,1991,02,Canada
1444,1991-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,02,Canada
1445,1991-02,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.9,1991,02,Canada
1446,1991-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",82.8,1991,02,Canada
1447,1991-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",98.8,1991,02,Canada
1448,1991-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",98.0,1991,02,Canada
1449,1991-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.7,1991,02,Canada
1450,1991-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",97.9,1991,02,Canada
1451,1991-02,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",120.3,1991,02,Canada
1452,1991-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",120.4,1991,02,Canada
1453,1991-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",121.8,1991,02,Canada
1454,1991-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",120.4,1991,02,Canada
1455,1991-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",121.7,1991,02,Canada
1456,1991-02,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,1.6,1991,02,Canada
1457,1991-02,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,1.5,1991,02,Canada
1458,1991-02,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1991,02,Canada
1459,1991-02,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1991,02,Canada
1460,1991-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",83.1,1991,03,Canada
1461,1991-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,03,Canada
1462,1991-03,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.7,1991,03,Canada
1463,1991-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",82.6,1991,03,Canada
1464,1991-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",98.7,1991,03,Canada
1465,1991-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",98.1,1991,03,Canada
1466,1991-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.6,1991,03,Canada
1467,1991-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.0,1991,03,Canada
1468,1991-03,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",120.4,1991,03,Canada
1469,1991-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",120.3,1991,03,Canada
1470,1991-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",122.0,1991,03,Canada
1471,1991-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",120.2,1991,03,Canada
1472,1991-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",121.9,1991,03,Canada
1473,1991-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,2.2,1991,03,Canada
1474,1991-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,2.2,1991,03,Canada
1475,1991-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.5,1991,03,Canada
1476,1991-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.7,1991,03,Canada
1477,1991-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",83.0,1991,04,Canada
1478,1991-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,04,Canada
1479,1991-04,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.5,1991,04,Canada
1480,1991-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",82.6,1991,04,Canada
1481,1991-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",98.6,1991,04,Canada
1482,1991-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",98.0,1991,04,Canada
1483,1991-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.8,1991,04,Canada
1484,1991-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.2,1991,04,Canada
1485,1991-04,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",120.3,1991,04,Canada
1486,1991-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",120.2,1991,04,Canada
1487,1991-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",122.0,1991,04,Canada
1488,1991-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",120.4,1991,04,Canada
1489,1991-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",122.2,1991,04,Canada
1490,1991-04,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,2.2,1991,04,Canada
1491,1991-04,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,2.3,1991,04,Canada
1492,1991-04,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.1,1991,04,Canada
1493,1991-04,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1991,04,Canada
1494,1991-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",83.1,1991,05,Canada
1495,1991-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,05,Canada
1496,1991-05,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.4,1991,05,Canada
1497,1991-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",82.7,1991,05,Canada
1498,1991-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",98.7,1991,05,Canada
1499,1991-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",98.2,1991,05,Canada
1500,1991-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.8,1991,05,Canada
1501,1991-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.2,1991,05,Canada
1502,1991-05,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",120.4,1991,05,Canada
1503,1991-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",120.4,1991,05,Canada
1504,1991-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",122.0,1991,05,Canada
1505,1991-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",120.5,1991,05,Canada
1506,1991-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",122.1,1991,05,Canada
1507,1991-05,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,2.4,1991,05,Canada
1508,1991-05,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,2.3,1991,05,Canada
1509,1991-05,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.3,1991,05,Canada
1510,1991-05,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3,1991,05,Canada
1511,1991-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",83.2,1991,06,Canada
1512,1991-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,06,Canada
1513,1991-06,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.2,1991,06,Canada
1514,1991-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",83.1,1991,06,Canada
1515,1991-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",99.2,1991,06,Canada
1516,1991-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",98.2,1991,06,Canada
1517,1991-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.1,1991,06,Canada
1518,1991-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.4,1991,06,Canada
1519,1991-06,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",120.6,1991,06,Canada
1520,1991-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",121.0,1991,06,Canada
1521,1991-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",122.1,1991,06,Canada
1522,1991-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",120.9,1991,06,Canada
1523,1991-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",122.4,1991,06,Canada
1524,1991-06,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,2.4,1991,06,Canada
1525,1991-06,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,2.4,1991,06,Canada
1526,1991-06,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1991,06,Canada
1527,1991-06,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,1991,06,Canada
1528,1991-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",83.3,1991,07,Canada
1529,1991-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,07,Canada
1530,1991-07,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.9,1991,07,Canada
1531,1991-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",83.2,1991,07,Canada
1532,1991-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",99.3,1991,07,Canada
1533,1991-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",98.4,1991,07,Canada
1534,1991-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.1,1991,07,Canada
1535,1991-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.4,1991,07,Canada
1536,1991-07,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",120.7,1991,07,Canada
1537,1991-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",121.1,1991,07,Canada
1538,1991-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",122.3,1991,07,Canada
1539,1991-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",120.8,1991,07,Canada
1540,1991-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",122.4,1991,07,Canada
1541,1991-07,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,2.4,1991,07,Canada
1542,1991-07,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,2.4,1991,07,Canada
1543,1991-07,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1991,07,Canada
1544,1991-07,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1991,07,Canada
1545,1991-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",83.5,1991,08,Canada
1546,1991-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,08,Canada
1547,1991-08,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.9,1991,08,Canada
1548,1991-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",83.3,1991,08,Canada
1549,1991-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",99.4,1991,08,Canada
1550,1991-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",98.7,1991,08,Canada
1551,1991-08,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.3,1991,08,Canada
1552,1991-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.7,1991,08,Canada
1553,1991-08,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",121.2,1991,08,Canada
1554,1991-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",121.1,1991,08,Canada
1555,1991-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",122.8,1991,08,Canada
1556,1991-08,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",121.1,1991,08,Canada
1557,1991-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",122.8,1991,08,Canada
1558,1991-08,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,2.4,1991,08,Canada
1559,1991-08,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,2.4,1991,08,Canada
1560,1991-08,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1991,08,Canada
1561,1991-08,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1991,08,Canada
1562,1991-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",83.6,1991,09,Canada
1563,1991-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,09,Canada
1564,1991-09,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.6,1991,09,Canada
1565,1991-09,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",83.0,1991,09,Canada
1566,1991-09,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",99.1,1991,09,Canada
1567,1991-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",98.7,1991,09,Canada
1568,1991-09,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.3,1991,09,Canada
1569,1991-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",98.9,1991,09,Canada
1570,1991-09,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",121.3,1991,09,Canada
1571,1991-09,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",120.8,1991,09,Canada
1572,1991-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",122.8,1991,09,Canada
1573,1991-09,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",121.1,1991,09,Canada
1574,1991-09,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",123.0,1991,09,Canada
1575,1991-09,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,2.5,1991,09,Canada
1576,1991-09,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,2.5,1991,09,Canada
1577,1991-09,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.1,1991,09,Canada
1578,1991-09,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1991,09,Canada
1579,1991-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",83.8,1991,10,Canada
1580,1991-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,1991,10,Canada
1581,1991-10,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,2.9,1991,10,Canada
1582,1991-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",82.9,1991,10,Canada
1583,1991-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",99.0,1991,10,Canada
1584,1991-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",98.9,1991,10,Canada
1585,1991-10,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.0,1991,10,Canada
1586,1991-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",99.0,1991,10,Canada
1587,1991-10,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",121.4,1991,10,Canada
1588,1991-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",120.7,1991,10,Canada
1589,1991-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",123.0,1991,10,Canada
1590,1991-10,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",120.8,1991,10,Canada
1591,1991-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",123.1,1991,10,Canada
1592,1991-10,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,2.4,1991,10,Canada
1593,1991-10,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,2.4,1991,10,Canada
1594,1991-10,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1991,10,Canada
1595,1991-10,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1991,10,Canada
